# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	HGNC	Omim gene entry	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
15	78396947	78423877	NM_006383.3	0	-	CIB2	24579	605564	KIP2	ENSG00000136425	ENST00000258930	78397652	78423557	78396947,78398080,78401576,78403506,78416046,78423506	78397674,78398276,78401724,78403618,78416081,78423877
15	80445232	80478924	NM_000137.2	0	+	FAH	3579	613871		ENSG00000103876	ENST00000561421	80445396	80478551	80445232,80450401,80452097,80452751,80454587,80460393,80460605,80464490,80465355,80467357,80469878,80472465,80473383,80478471	80445477,80450512,80452219,80452801,80454678,80460491,80460658,80464590,80465486,80467433,80469925,80472567,80473501,80478924
15	80696691	80890277	NM_014862.3	0	+	ARNT2	16876	606036	KIAA0307,bHLHe1	ENSG00000172379	ENST00000303329	80696857	80886039	80696691,80743220,80750269,80762558,80767350,80800496,80806251,80806660,80843539,80844980,80847405,80855428,80866488,80867327,80869206,80872751,80873579,80883908,80885940	80696888,80743335,80750317,80762772,80767564,80800599,80806317,80806746,80843616,80845115,80847480,80855580,80866561,80867451,80869306,80872890,80873745,80884045,80890277
15	82821157	82824952	NM_001021.4	0	-	RPS17	10397	180472	RPS17L1,RPS17L2,MGC72007,S17	ENSG00000184779	ENST00000330339	82821208	82824836	82821157,82822713,82823287,82824388,82824833	82821289,82822779,82823393,82824540,82824952
15	83328032	83378660	NM_004644.4	0	-	AP3B2	567	602166	NAPTB	ENSG00000103723	ENST00000261722	83328311	83378458	83328032,83328596,83330576,83330919,83331445,83331878,83332311,83332552,83333118,83333586,83334208,83335498,83345212,83346025,83346422,83346856,83348480,83348926,83349223,83349588,83349863,83350171,83357487,83357909,83358129,83378345	83328462,83328735,83330674,83331004,83331674,83331985,83332372,83332727,83333242,83333695,83334327,83335685,83345389,83346135,83346555,83346919,83348552,83348981,83349507,83349771,83349930,83350332,83357583,83357984,83358205,83378660
15	83517728	83621476	NM_004839.3	0	-	HOMER2	17513	604799	CPD,Cupidin,Vesl-2,HOMER-2B,HOMER-2,HOMER-2A,DFNA68	ENSG00000103942	ENST00000450735	83518466	83621287	83517728,83519902,83520893,83523395,83527780,83532918,83544024,83561436,83621282	83518655,83519983,83521004,83523552,83527887,83533011,83544156,83561593,83621476
15	85184725	85197574	NM_032856.3	0	-	WDR73	25928	616144	FLJ14888,HSPC264	ENSG00000177082	ENST00000434634	85186700	85197505	85184725,85188701,85189414,85191120,85191767,85195944,85196862,85197464	85186954,85189067,85189579,85191185,85191856,85196033,85196930,85197574
15	86623038	87572283	NM_152336.3	0	+	AGBL1	26504	615496	FLJ32310,CCP4	ENSG00000166748	ENST00000441037	86623203	87572071	86623038,86685234,86686929,86697660,86702163,86768144,86790901,86800083,86801194,86806008,86807488,86809604,86810220,86813149,86814849,86822869,86838485,86940596,87066040,87089232,87097591,87099453,87217503,87531217,87572055	86623254,86685298,86687076,86697792,86702257,86768182,86791110,86800249,86801262,86806125,86808069,86809688,86810307,86813298,86814937,86823014,86838639,86940777,87066170,87089364,87097768,87099516,87217667,87531319,87572283
15	89346673	89418585	NM_013227.3	0	+	ACAN	319	155760	CSPGCP	ENSG00000157766	ENST00000439576	89379437	89417712	89346673,89379430,89381893,89383242,89384970,89386585,89388735,89390473,89391141,89392668,89395024,89398082,89403556,89414612,89415233,89416111,89417072,89417635	89347040,89379507,89382277,89383417,89385098,89386879,89389113,89390648,89391269,89392962,89395264,89402648,89403670,89414771,89415316,89416256,89417255,89418585
15	89753097	89764922	NM_000326.4	0	-	RLBP1	10024	180090	CRALBP	ENSG00000140522	ENST00000268125	89753515	89762206	89753097,89753929,89754973,89758290,89760350,89761795,89762194,89762967,89764765	89753674,89754040,89755132,89758469,89760555,89761924,89762306,89763090,89764922
15	89787193	89860362	NM_001113378.1	0	+	FANCI	25568	611360	FLJ10719	ENSG00000140525	ENST00000310775	89790878	89859690	89787193,89790859,89801934,89803943,89804815,89805051,89806649,89807133,89807752,89811629,89816607,89817398,89819941,89821917,89824400,89824995,89826366,89828326,89833443,89834843,89835918,89836172,89837063,89838145,89843030,89843530,89844556,89847094,89848345,89848571,89848835,89849237,89850706,89850843,89856134,89857842,89858512,89859627	89787264,89790962,89802007,89804074,89804972,89805109,89806691,89807257,89807838,89811756,89816700,89817535,89820122,89822005,89824531,89825066,89826481,89828449,89833512,89834945,89836095,89836294,89837228,89838325,89843197,89843616,89844673,89847146,89848473,89848640,89848929,89849425,89850760,89850903,89856203,89857938,89858620,89860362
15	89859535	89878026	NM_002693.2	0	-	POLG	9179	174763	POLG1,POLGA	ENSG00000140521	ENST00000268124	89859981	89876985	89859535,89860606,89861771,89862161,89862458,89863996,89864355,89864966,89865192,89865972,89866634,89867045,89867337,89868680,89869842,89870142,89870397,89871686,89871915,89872173,89873311,89876326,89877903	89860058,89860767,89861980,89862330,89862581,89864243,89864491,89865084,89865246,89866133,89866742,89867132,89867458,89868917,89869969,89870294,89870580,89871766,89872062,89872341,89873507,89877144,89878026
15	90171200	90198682	NM_198525.2	0	-	KIF7	30497	611254	JBTS12	ENSG00000166813	ENST00000394412	90171649	90196161	90171200,90172206,90172605,90173517,90174725,90176050,90176371,90176916,90185433,90188243,90188566,90189123,90190060,90190826,90191485,90192204,90192971,90195833,90198629	90172017,90172353,90172804,90173724,90174941,90176227,90176497,90177114,90185636,90188396,90188682,90189257,90190288,90190943,90192005,90192598,90193172,90196185,90198682
15	90207599	90222648	NM_002666.4	0	-	PLIN1	9076	170290		ENSG00000166819	ENST00000300055	90208813	90220720	90207599,90210166,90210832,90212730,90213210,90214712,90216440,90220675,90222481	90209173,90210412,90211024,90212903,90213475,90214795,90216645,90220734,90222648
15	90319588	90321982	NM_001039958.1	0	+	MESP2	29659	605195	SCDO2,bHLHc6	ENSG00000188095	ENST00000341735	90319588	90321565	90319588,90321295	90320512,90321982
15	90627210	90645786	NM_002168.3	0	-	IDH2	5383	147650		ENSG00000182054	ENST00000330062	90627497	90645622	90627210,90628047,90628232,90628506,90630343,90630670,90631590,90631818,90633710,90634784,90645507	90627585,90628140,90628330,90628619,90630495,90630807,90631734,90631979,90633876,90634876,90645786
15	91260557	91358692	NM_000057.3	0	+	BLM	1058	604610	BS,RECQL3,RECQ2	ENSG00000197299	ENST00000355112	91290622	91358509	91260557,91290618,91292596,91295016,91298040,91303376,91303823,91306195,91308525,91310139,91312362,91312667,91326051,91328150,91333878,91337396,91341419,91346750,91347396,91352366,91354434,91358331	91260671,91290720,91293297,91295176,91298168,91303509,91304485,91306387,91308644,91310253,91312461,91312816,91326158,91328311,91334074,91337587,91341567,91346950,91347589,91352489,91354636,91358692
15	91541645	91565851	NM_018668.4	0	-	VPS33B	12712	608552	FLJ14848	ENSG00000184056	ENST00000333371	91542204	91565479	91541645,91542906,91543129,91543719,91544618,91545279,91546314,91548106,91548284,91548609,91548923,91549202,91549601,91549881,91550179,91550698,91551099,91553030,91557033,91557613,91560192,91561034,91565383	91542284,91543023,91543205,91543821,91544692,91545412,91546361,91548161,91548349,91548684,91549014,91549289,91549675,91549959,91550276,91550803,91551194,91553076,91557101,91557663,91560254,91561115,91565851
15	93443550	93571237	NM_001271.3	0	+	CHD2	1917	602119	FLJ38614,DKFZp547I1315,DKFZp781D1727,DKFZp686E01200	ENSG00000173575	ENST00000394196	93444467	93567935	93443550,93444396,93467550,93470473,93472259,93480747,93482807,93485051,93486072,93487644,93489050,93489267,93492181,93496586,93498652,93499688,93510554,93514994,93515494,93518108,93521463,93522364,93524044,93524594,93527559,93528727,93534705,93536088,93540186,93540482,93541728,93543741,93545406,93547846,93552374,93555574,93557925,93563241,93567601	93444054,93444529,93467782,93470560,93472321,93480855,93482948,93485185,93486298,93487745,93489095,93489446,93492306,93496803,93498742,93499879,93510743,93515157,93515647,93518180,93521613,93522513,93524141,93524687,93527730,93528903,93534747,93536228,93540325,93540633,93541851,93543870,93545547,93547981,93552553,93555674,93558139,93563488,93571237
15	96874110	96883492	NM_021005.3	0	+	NR2F2	7976	107773	COUP-TFII,COUPTFB,SVP40,NF-E3,COUPTF2	ENSG00000185551	ENST00000394166	96875334	96880851	96874110,96877304,96880576	96875776,96877832,96883492
15	99191767	99507759	NM_000875.4	0	+	IGF1R	5465	147370	JTK13,CD221,IGFIR,MGC18216,IGFR	ENSG00000140443	ENST00000268035	99192810	99500671	99191767,99250790,99434553,99439985,99442705,99451913,99454543,99456272,99459192,99459900,99465376,99467104,99467753,99472786,99473463,99478052,99478544,99482429,99486151,99491802,99500289	99192904,99251336,99434866,99440134,99442850,99452128,99454670,99456511,99459360,99460105,99465660,99467241,99467913,99472889,99473534,99478282,99478655,99482589,99486281,99491937,99507759
15	100511642	100882210	NM_139057.3	0	-	ADAMTS17	17109	607511	FLJ32769,FLJ16363	ENSG00000140470	ENST00000268070	100514606	100882104	100511642,100516249,100533252,100537589,100589061,100591776,100594101,100636560,100649193,100657051,100672211,100673418,100692816,100695384,100739522,100794340,100801683,100802556,100821433,100871093,100881243,100882025	100514767,100516427,100533405,100537794,100589197,100591936,100594259,100636681,100649321,100657218,100672357,100673520,100692967,100695525,100739628,100794384,100801841,100802640,100821606,100871259,100881614,100882210
15	100940599	101084925	NM_178842.4	0	-	CERS3	23752	615276	MGC27091	ENSG00000154227	ENST00000284382	100942917	101042054	100940599,100996097,101009582,101013128,101016290,101019632,101020193,101024754,101031021,101041881,101061871,101069017,101084855	100943070,100996251,101009689,101013257,101016383,101019683,101020251,101024873,101031136,101042055,101061961,101069280,101084925
15	101109427	101142445	NM_001040616.2	0	-	LINS	30922			ENSG00000140471	ENST00000314742	101109442	101121047	101109427,101112098,101113855,101115191,101120467,101120648,101142325	101110322,101112270,101114446,101115333,101120557,101121150,101142445
15	101419896	101456830	NM_000693.3	0	+	ALDH1A3	409	600463	RALDH3	ENSG00000184254	ENST00000329841	101420112	101454978	101419896,101425471,101427776,101432714,101433149,101434158,101436137,101438287,101440779,101445727,101447325,101448612,101454905	101420211,101425576,101427917,101432844,101433211,101434287,101436251,101438390,101440964,101445892,101447483,101448687,101456830
15	101715927	101792137	NM_014918.4	0	-	CHSY1	17198	608183	KIAA0990,CSS1	ENSG00000131873	ENST00000254190	101717592	101791661	101715927,101775286,101791341	101719185,101775782,101792137
16	135803	188697	NM_001243247.1	0	-	NPRL3	14124	600928	CGTHBA,RMD11,NPR3,MARE,HS-40	ENSG00000103148	ENST00000399953	136703	169208	135803,138696,138772,139710,142593,143216,148142,150369,160522,162620,167299,169124,174935,180520,188148,188640	136869,138772,138888,139900,142723,143323,148299,150507,160604,162774,167374,169254,175072,180590,188333,188697
16	222845	223709	NM_000517.4	0	+	HBA2	4824	141850	HBA-T2	ENSG00000188536	ENST00000251595	222911	223599	222845,223123,223470	223006,223328,223709
16	226649	227521	NM_000558.4	0	+	HBA1	4823	141800	HBA-T3	ENSG00000206172	ENST00000320868	226715	227410	226649,226927,227281	226810,227132,227521
16	337439	402676	NM_003502.3	0	-	AXIN1	903	603816	PPP1R49	ENSG00000103126	ENST00000262320	338121	397025	337439,339439,341189,343487,347055,347721,354303,359972,364542,396147,402368	338248,339607,341297,343718,347226,348251,354441,360069,364683,397106,402676
16	619967	634136	NM_004204.3	0	+	PIGQ	14135	605754	hGPI1,GPI1	ENSG00000007541	ENST00000321878	624074	633035	619967,624065,625838,626133,628378,628784,629068,630182,630857,632247,632882	620096,624763,625970,626254,628505,628938,629180,630263,630972,632309,634136
16	730110	732768	NM_005861.3	0	+	STUB1	11427	607207	UBOX1,CHIP,SDCCAG7,HSPABP2,NY-CO-7	ENSG00000103266	ENST00000219548	730525	732489	730110,731151,731437,731792,732019,732164,732363	730684,731350,731603,731880,732076,732281,732768
16	772581	776473	NM_001031737.2	0	-	CCDC78	14153	614666	FLJ34512	ENSG00000162004	ENST00000293889	772769	776367	772581,772921,773094,773856,774105,774321,774680,774910,775077,775236,775412,775793,775965,776307	772789,773018,773161,773936,774205,774509,774806,774989,775145,775293,775580,775880,776085,776473
16	903635	1020999	NM_022773.3	0	-	LMF1	14154	611761	FLJ12681,JFP11,FLJ22302,TMEM112A	ENSG00000103227	ENST00000262301	904531	1020980	903635,918943,919882,920728,921160,929569,943006,960930,961105,1004354,1020787	904706,919056,920066,920882,921341,929737,943072,961084,961109,1004666,1020999
16	1203240	1271772	NM_021098.2	0	+	CACNA1H	1395	607904	Cav3.2	ENSG00000196557	ENST00000348261	1203737	1270994	1203240,1203719,1244971,1245431,1245925,1248614,1250255,1250715,1251662,1254009,1255113,1256103,1257000,1257274,1257769,1258012,1259031,1260034,1260369,1260582,1260786,1261167,1261480,1261715,1261945,1262510,1263779,1264971,1265241,1265522,1266931,1267918,1268209,1268969,1269980	1203470,1204036,1245083,1245565,1246023,1248774,1250571,1250808,1252452,1254458,1255265,1256289,1257118,1257430,1257860,1258221,1259412,1260135,1260493,1260651,1260971,1261294,1261606,1261805,1262138,1262528,1263931,1265081,1265375,1265593,1267010,1268040,1268651,1269130,1271772
16	1290677	1292555	NM_003294.3	0	+	TPSAB1	12019	191080		ENSG00000172236	ENST00000338844	1290939	1292241	1290677,1290939,1291153,1291434,1291827,1292076	1290729,1291000,1291325,1291700,1291991,1292555
16	1401899	1413352	NM_032520.4	0	+	GNPTG	23026		CAB56184,c316G12.3	ENSG00000090581	ENST00000204679	1401966	1413092	1401899,1402102,1402239,1411743,1411872,1412038,1412206,1412452,1412611,1412825,1412997	1402018,1402160,1402307,1411798,1411956,1412132,1412321,1412535,1412743,1412907,1413352
16	1494933	1525085	NM_001287.5	0	-	CLCN7	2025	602727	CLC-7,OPTA2,CLC7,ClC-7,PPP1R63	ENSG00000103249	ENST00000382745	1496631	1524975	1494933,1497006,1497392,1497655,1498355,1498681,1498966,1499276,1500497,1501623,1502755,1503834,1504411,1505134,1505731,1506113,1507254,1507694,1509107,1510418,1510816,1511405,1511603,1515267,1524834	1496718,1497087,1497569,1497715,1498485,1498767,1499094,1499328,1500667,1501717,1502894,1503895,1504466,1505251,1505796,1506207,1507338,1507757,1509188,1510528,1510949,1511471,1511675,1515339,1525085
16	1543351	1560460	NM_016111.3	0	+	TELO2	29099	611140	KIAA0683,hCLK2,TEL2	ENSG00000100726	ENST00000262319	1544282	1559937	1543351,1544246,1545346,1547036,1547361,1549231,1550096,1550347,1550563,1551420,1551663,1552047,1552313,1552645,1552931,1555410,1556238,1556952,1557306,1557601,1559830	1543606,1544617,1545624,1547105,1547509,1549334,1550165,1550489,1550700,1551500,1551774,1552136,1552405,1552762,1553003,1555602,1556330,1557052,1557371,1557717,1560460
16	1560427	1662109	NM_014714.3	0	-	IFT140	29077	614620	gs114,KIAA0590	ENSG00000187535	ENST00000426508	1560944	1657267	1560427,1568216,1569881,1570131,1570602,1573518,1573828,1574552,1574784,1575231,1575887,1576619,1607935,1611985,1613997,1616161,1618217,1621407,1630759,1633314,1634217,1636130,1637198,1637933,1639605,1642176,1642467,1652370,1657120,1660664,1661968	1561151,1568358,1570048,1570344,1570809,1573701,1573957,1574696,1574917,1575327,1576078,1576797,1608135,1612117,1614163,1616292,1618335,1621535,1630851,1633387,1634421,1636276,1637305,1638025,1639781,1642319,1642589,1652592,1657298,1660854,1662109
16	1821895	1823140	NM_023936.1	0	-	MRPS34	16618	611994	MRP-S12,MGC2616	ENSG00000074071	ENST00000397375	1822221	1823120	1821895,1822604,1822799	1822514,1822647,1823140
16	1840413	1843734	NM_004970.2	0	-	IGFALS	5468	601489	ALS	ENSG00000099769	ENST00000415638	1840600	1843653	1840413,1843637	1842402,1843734
16	1883983	1922179	NM_001163560.2	0	-	MEIOB	28569	617670	MGC35212	ENSG00000162039	ENST00000412554	1884256	1918176	1883983,1887784,1889255,1891820,1894862,1903039,1903219,1904100,1907735,1910403,1911985,1915778,1918107,1921993	1884367,1887871,1889439,1891974,1894964,1903135,1903272,1904201,1907931,1910476,1912117,1915836,1918185,1922179
16	2034149	2037750	NM_005262.2	0	+	GFER	4236	600924	HSS,ERV1,ALR,HERV1,HPO1,HPO2	ENSG00000127554	ENST00000248114	2034219	2036029	2034149,2034747,2035866	2034477,2034944,2037750
16	2089815	2097870	NM_002528.6	0	-	NTHL1	8028	602656	NTH1,OCTS3	ENSG00000065057	ENST00000219066	2089924	2097848	2089815,2090133,2093567,2094630,2096128,2097709	2090048,2090239,2093727,2094801,2096367,2097870
16	2097895	2138721	NM_000548.4	0	+	TSC2	12363	191092	tuberin,LAM,PPP1R160	ENSG00000103197	ENST00000219476	2098616	2138611	2097895,2098587,2100400,2103342,2104296,2105402,2106196,2106644,2107105,2108747,2110670,2111871,2112497,2112972,2114272,2115519,2120456,2121510,2121784,2122241,2122849,2124200,2125799,2126068,2126491,2127598,2129032,2129276,2129557,2130165,2131595,2132436,2133695,2134228,2134951,2135230,2136193,2136732,2137863,2138048,2138227,2138446	2098066,2098754,2100487,2103453,2104441,2105520,2106245,2106770,2107179,2108874,2110814,2112009,2112601,2113054,2114428,2115636,2120579,2121617,2121935,2122364,2122984,2124390,2125893,2126171,2126586,2127727,2129197,2129429,2129670,2130378,2131799,2132505,2133817,2134716,2135027,2135323,2136380,2136872,2137942,2138140,2138326,2138721
16	2138710	2185899	NM_001009944.2	0	-	PKD1	9008	601313	PBP,Pc-1,TRPP1	ENSG00000008710	ENST00000262304	2139727	2185690	2138710,2140285,2140674,2140884,2141423,2141781,2142047,2142480,2142954,2143544,2143811,2144092,2147148,2147319,2147728,2147868,2149644,2149861,2150166,2150396,2152061,2152381,2152814,2153266,2154498,2155322,2155865,2156091,2156398,2156805,2157883,2158252,2162340,2162788,2163161,2164170,2165378,2165992,2166529,2166833,2167489,2167791,2168676,2169114,2169307,2185475	2140195,2140591,2140809,2141175,2141598,2141907,2142189,2142593,2143094,2143739,2144014,2144211,2147242,2147504,2147781,2147985,2149771,2150072,2150310,2150567,2152257,2152634,2152971,2153896,2154643,2155475,2156025,2156305,2156678,2156949,2158033,2161872,2162474,2162964,2163293,2164926,2165626,2166119,2166645,2167054,2167673,2168463,2168846,2169186,2169379,2185899
16	2273488	2285743	NM_004424.4	0	+	E4F1	3121	603022	E4F	ENSG00000167967	ENST00000301727	2273614	2285573	2273488,2278372,2279570,2282171,2282456,2282756,2283011,2283438,2283882,2284171,2284583,2284859,2285081,2285216	2273771,2278524,2279676,2282365,2282577,2282909,2283184,2283648,2283991,2284389,2284782,2285002,2285144,2285743
16	2325878	2390747	NM_001089.2	0	-	ABCA3	33	601615	ABC-C,EST111653,LBM180	ENSG00000167972	ENST00000301732	2326674	2376467	2325878,2327597,2327879,2328288,2328943,2331027,2331381,2333186,2334279,2334779,2335442,2336694,2338026,2339434,2342140,2345590,2347329,2347766,2348386,2349403,2350005,2353969,2358450,2367283,2367648,2369581,2373523,2374404,2376010,2376413,2378453,2379648,2390573	2326806,2327671,2328070,2328459,2329131,2331222,2331510,2333359,2334438,2334999,2335647,2336968,2338330,2339621,2342239,2345741,2347540,2347922,2348541,2349533,2350149,2354151,2358624,2367404,2367765,2369841,2373689,2374532,2376275,2376493,2378758,2379855,2390747
16	2525146	2555734	NM_001199107.1	0	+	TBC1D24	29203	613577	KIAA1171,TLDC6,DFNA65	ENSG00000162065	ENST00000293970	2546149	2550959	2525146,2546034,2547710,2548238,2549357,2549835,2550268,2550804	2525171,2547114,2547728,2548397,2549421,2549931,2550491,2555734
16	3074019	3077756	NM_024339.4	0	+	THOC6	28369	615403	MGC2655,fSAP35	ENSG00000131652	ENST00000326266	3074327	3077658	3074019,3075708,3075924,3076063,3076251,3076365,3076516,3076679,3076867,3077011,3077170,3077366,3077577	3074366,3075824,3075989,3076167,3076289,3076414,3076588,3076782,3076917,3077074,3077281,3077501,3077756
16	3292027	3306627	NM_000243.2	0	-	MEFV	6998	608107	FMF,TRIM20	ENSG00000103313	ENST00000219596	3293140	3306587	3292027,3293859,3294253,3294472,3296524,3297015,3298908,3299430,3304157,3306310	3293694,3293892,3294286,3294588,3296547,3297246,3299004,3299780,3304790,3306627
16	3631183	3661607	NM_032444.3	0	-	SLX4	23845	613278	KIAA1784,KIAA1987,FANCP	ENSG00000188827	ENST00000294008	3632342	3658965	3631183,3633097,3634769,3639002,3642699,3644453,3645605,3646153,3647379,3647797,3650979,3652118,3656474,3658430,3661560	3632694,3633511,3634872,3641311,3642866,3644600,3645694,3646394,3647696,3648000,3651192,3652308,3656699,3659567,3661607
16	3708037	3767598	NM_016292.2	0	-	TRAP1	16264	606219	HSP75,HSP90L	ENSG00000126602	ENST00000246957	3708129	3767509	3708037,3708793,3711987,3712882,3713424,3714274,3715971,3721722,3722700,3724339,3725324,3726036,3727498,3729719,3735996,3739055,3740827,3767421	3708231,3708866,3712133,3712968,3713563,3714460,3716119,3721792,3722821,3724495,3725398,3726146,3727659,3729791,3736137,3739138,3740986,3767598
16	3775055	3930121	NM_004380.2	0	-	CREBBP	2348	600140	RTS,CBP,KAT3A	ENSG00000005339	ENST00000262367	3777718	3929917	3775055,3781192,3781776,3786036,3786650,3788559,3789578,3790399,3794894,3795277,3799627,3801726,3807288,3807809,3808854,3817720,3819174,3820570,3823751,3824569,3827613,3828011,3828700,3830732,3831204,3832684,3841981,3843386,3860603,3900297,3929832	3779875,3781474,3781938,3786204,3786816,3788673,3789725,3790550,3794962,3795355,3799684,3801807,3807377,3808049,3808973,3817910,3819354,3820987,3823931,3824694,3827658,3828183,3828818,3830879,3831307,3832927,3842095,3843627,3860780,3901010,3930121
16	4382224	4389598	NM_032575.2	0	+	GLIS2	29450	608539	NPHP7	ENSG00000126603	ENST00000433375	4382281	4387525	4382224,4383347,4384801,4385060,4385275,4386725	4382453,4383520,4384978,4385194,4385394,4389598
16	4390249	4401400	NM_016069.10	0	-	PAM16	29679	614336	Magmas,Tim16,TIMM16	ENSG00000217930	ENST00000318059	4390319	4401235	4390249,4390920,4391368,4393207,4401232	4390406,4390986,4391505,4393292,4401400
16	4846962	4852951	NM_024589.2	0	-	ROGDI	29478	614574	FLJ22386	ENSG00000067836	ENST00000322048	4847460	4852572	4846962,4847714,4847938,4848071,4848569,4849686,4850498,4851267,4851503,4852382,4852527	4847502,4847841,4847988,4848185,4848668,4849782,4850579,4851322,4851586,4852454,4852951
16	5121809	5137380	NM_019109.4	0	+	ALG1	18294	605907	HMT-1,HMAT1,CDG1K,Mat-1	ENSG00000033011	ENST00000262374	5121850	5134882	5121809,5122951,5123153,5125388,5127445,5127907,5128757,5129064,5129748,5130946,5132559,5133682,5134750	5122058,5123029,5123257,5125537,5127535,5128018,5128879,5129103,5129808,5131057,5132674,5133758,5137380
16	8619501	8622226	NM_001146336.1	0	-	TMEM114	33227	611579		ENSG00000232258	ENST00000568335	8619774	8622226	8619501,8622088	8620007,8622226
16	8768443	8878432	NM_020686.5	0	+	ABAT	23	137150	GABAT	ENSG00000183044	ENST00000268251	8829596	8875287	8768443,8829555,8839857,8841964,8844278,8851613,8857925,8858594,8860064,8862049,8862681,8866636,8868746,8870200,8873335,8875165	8768568,8829666,8839955,8841994,8844396,8851663,8858006,8858687,8860127,8862113,8862830,8866774,8868914,8870347,8873447,8878432
16	8891669	8943194	NM_000303.2	0	+	PMM2	9115	601785	CDGS,CDG1a,PMI,PMI1	ENSG00000140650	ENST00000268261	8891739	8941682	8891669,8895655,8898623,8900172,8904935,8905494,8906847,8941580	8891805,8895767,8898700,8900264,8905035,8905570,8906963,8943194
16	9847261	10276611	NM_000833.4	0	-	GRIN2A	4585	138253	GluN2A	ENSG00000183454	ENST00000396573	9857005	10274268	9847261,9862707,9892133,9916120,9923279,9927961,9934503,9934792,9943612,9984842,10031815,10273854,10275733,10276510	9858805,9862946,9892321,9916281,9923509,9928087,9934657,9934961,9943818,9984957,10032408,10274286,10275924,10276611
16	10622278	10674573	NM_001424.5	0	-	EMP2	3334	602334	XMP	ENSG00000213853	ENST00000359543	10626761	10641474	10622278,10631784,10637426,10641396,10674405	10626949,10631931,10637517,10641534,10674573
16	10971054	11018840	NM_000246.3	0	+	CIITA	7067	600005	C2TA,NLRA	ENSG00000179583	ENST00000324288	10971187	11017160	10971054,10989138,10989525,10992526,10992781,10995370,10995894,10996514,10997587,10998600,11000355,11002885,11004044,11009426,11010223,11012296,11016023,11016263,11017084,11017734	10971239,10989285,10989621,10992589,10992859,10995415,10996041,10996658,10997752,10998669,11002006,11003044,11004116,11009507,11010316,11012383,11016107,11016347,11017182,11018840
16	11641577	11680229	NM_004862.3	0	-	LITAF	16841	603795	PIG7,SIMPLE,FLJ38636,TP53I7	ENSG00000189067	ENST00000339430	11643492	11650586	11641577,11647388,11650366,11680001	11643601,11647545,11650591,11680229
16	14014013	14046205	NM_005236.2	0	+	ERCC4	3436	133520	RAD1,FANCQ	ENSG00000175595	ENST00000311895	14014022	14042204	14014013,14015887,14020417,14021884,14024566,14026013,14028048,14029002,14031622,14038579,14041470	14014229,14016068,14020613,14022092,14024747,14026142,14028159,14029600,14031715,14038692,14046205
16	14529556	14724128	NM_002582.3	0	-	PARN	8609	604212	DAN	ENSG00000140694	ENST00000437198	14530573	14723982	14529556,14540744,14576494,14645877,14647921,14649510,14674730,14676037,14678203,14678605,14680174,14687157,14693760,14698002,14700340,14702137,14702914,14704500,14711446,14720962,14721125,14722028,14723453,14723963	14530629,14540938,14576684,14645952,14648008,14649566,14674800,14676148,14678279,14678648,14680218,14687235,14693817,14698083,14700383,14702176,14702980,14704666,14711507,14721044,14721193,14722108,14723531,14724128
16	15737123	15820208	NM_001143979.1	0	+	NDE1	17619	609449	nudE,FLJ20101,NDE	ENSG00000072864	ENST00000396355	15758635	15818108	15737123,15743204,15758592,15761142,15771657,15781231,15785000,15788021,15790565,15818047	15737784,15743326,15758718,15761296,15771806,15781368,15785180,15788113,15790717,15820208
16	15796991	15950887	NM_001040113.1	0	-	MYH11	7569	160745	?	ENSG00000133392	ENST00000452625	15802667	15932109	15796991,15802659,15808765,15809020,15810996,15812171,15813076,15813441,15814007,15814695,15815278,15818017,15818503,15818744,15820704,15826420,15829222,15831305,15832421,15833907,15835319,15835616,15838985,15841426,15841730,15841903,15843994,15847250,15850197,15851683,15853432,15854396,15857652,15865425,15869934,15872636,15876241,15878554,15880486,15892516,15917111,15931764,15950797	15797980,15802698,15808938,15809129,15811205,15812295,15813165,15813570,15814169,15814908,15815491,15818266,15818656,15818849,15820911,15826565,15829435,15831477,15832545,15834045,15835526,15835748,15839094,15841587,15841800,15842025,15844188,15847365,15850371,15851857,15853585,15854515,15857748,15865569,15870033,15872700,15876334,15878575,15880589,15892544,15917268,15932126,15950887
16	15796991	15950887	NM_002474.2	0	-	MYH11	7569	160745	?	ENSG00000133392	ENST00000300036	15797847	15932109	15796991,15808765,15809020,15810996,15812171,15813076,15813441,15814007,15814695,15815278,15818017,15818503,15818744,15820704,15826420,15829222,15831305,15832421,15833907,15835319,15835616,15838985,15841426,15841730,15841903,15843994,15847250,15850197,15851683,15853432,15854396,15857652,15865425,15869934,15872636,15876241,15880486,15892516,15917111,15931764,15950797	15797980,15808938,15809129,15811205,15812295,15813165,15813570,15814169,15814908,15815491,15818266,15818656,15818849,15820911,15826565,15829435,15831477,15832545,15834045,15835526,15835748,15839094,15841587,15841800,15842025,15844188,15847365,15850371,15851857,15853585,15854515,15857748,15865569,15870033,15872700,15876334,15880589,15892544,15917268,15932126,15950887
